TAIL,DAY_TO_GO,EQP,SUBFLEET,CHECK_MH,SCHED_DATE,STATION_NAME,DESCR,CHECK_SEQ
T433,334,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T433,334,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T434,46,321,321K,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T434,326,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T434,326,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T434,326,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T434,326,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T435,56,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T436,68,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T437,63,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T438,86,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T439,42,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T044,69,320,A320,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T044,257,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T044,259,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T044,277,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T044,292,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T044,297,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T044,299,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T044,563,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T044,565,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T044,559,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T044,557,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T440,90,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T441,82,321,321R,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T442,68,321,321K,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T442,295,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T442,295,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T442,295,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T442,295,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T443,59,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T443,59,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T443,59,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T443,59,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T443,87,321,321K,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T443,248,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T443,253,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T443,266,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T443,266,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T443,274,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T443,295,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T444,30,321,321K,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T445,186,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T445,198,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T445,67,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T445,188,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T445,201,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T446,70,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T447,213,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T447,206,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T447,216,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T447,72,321,321K,120,,,CKC | A12 | ARBS | V2500 A-CHECK 12,A12
T447,209,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T448,85,321,321K,120,,,CKC | A06 | ARBS | V2500 A-CHECK 6,A06
T448,97,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T448,118,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T448,128,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T448,134,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T448,152,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T448,152,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T448,452,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T448,450,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T448,449,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T448,451,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T449,47,321,321K,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T449,303,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T449,308,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T449,325,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T449,336,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T449,340,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T449,340,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T045,236,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T045,251,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T045,1,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T045,3,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T045,225,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T045,240,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T450,75,321,321K,120,,,CKC | A04 | ARBS | V2500 A-CHECK 4,A04
T450,349,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T450,349,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T450,357,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T450,378,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T450,380,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T450,375,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T451,67,321,321K,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T451,119,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T451,144,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T451,145,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T451,154,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T451,154,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T451,157,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T452,20,321,321K,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T453,34,321,321K,120,,,CKC | A11 | ARBS | V2500 A-CHECK 11,A11
T454,67,321,321K,120,,,CKC | A03 | ARBS | V2500 A-CHECK 3,A03
T454,306,321,321K,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T454,313,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T454,318,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T454,318,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T454,326,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T454,329,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T454,580,321,321K,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T454,540,321,321K,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T454,545,321,321K,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T454,539,321,321K,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T455,77,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T455,161,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T455,161,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T455,161,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T455,161,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T455,161,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T455,161,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T456,32,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T456,177,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T456,177,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T456,177,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T456,177,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T456,177,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T456,177,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T457,22,321,321R,120,,,CKC | A10 | ARBS | V2500 A-CHECK 10,A10
T457,131,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T457,131,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T457,131,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T457,131,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T457,131,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T457,131,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T458,26,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T458,170,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T458,170,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T458,170,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T458,170,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T458,170,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T458,170,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T459,56,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T459,180,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T459,180,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T459,180,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T459,180,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T459,180,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T459,180,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T046,84,320,A320,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T046,349,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T046,630,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T046,637,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T046,401,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T046,358,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T046,352,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T046,354,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T046,636,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T046,347,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T046,601,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T460,84,321,321R,120,,,CKC | A09 | ARBS | V2500 A-CHECK 9,A09
T460,118,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T460,118,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T460,118,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T460,118,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T460,118,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T460,118,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T461,77,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T461,361,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T461,361,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T461,361,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T461,361,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T461,361,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T461,361,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T462,76,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T462,391,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T462,391,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T462,391,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T462,391,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T462,391,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T463,41,321,321R,120,,,CKC | A08 | ARBS | V2500 A-CHECK 8,A08
T463,393,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T463,393,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T463,393,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T463,393,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T463,393,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T463,393,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T464,49,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T465,82,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T465,360,321,321R,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T465,360,321,321R,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T465,360,321,321R,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T465,360,321,321R,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T465,360,321,321R,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T465,360,321,321R,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T466,80,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T467,42,321,321R,120,,,CKC | A07 | ARBS | V2500 A-CHECK 7,A07
T468,70,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T469,43,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T047,92,320,A320,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T047,374,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T470,88,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T473,93,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T474,91,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T475,91,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T476,110,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T477,32,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T478,45,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T479,75,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T048,78,320,A320,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T048,153,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T048,160,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T048,161,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T048,170,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T048,170,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T048,176,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T048,477,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T048,485,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T048,468,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T048,471,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T480,83,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T481,46,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T482,54,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T483,60,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T484,26,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T486,70,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T487,57,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T488,96,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T489,83,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T049,24,320,A320,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T049,140,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T049,128,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T049,161,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T049,161,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T049,168,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T049,171,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T049,462,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T049,462,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T049,462,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T049,462,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T490,84,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T491,81,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T492,103,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T493,69,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T494,92,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T495,58,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T496,67,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T498,59,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T499,92,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T005,47,319,319S,120,,,CKC | A05 | ARBS | CFM A-CHECK 5,A05
T050,71,320,A320,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T050,373,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T050,373,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T050,373,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T050,373,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T501,56,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T502,104,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T503,75,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T504,91,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T506,92,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T507,74,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T508,38,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T509,85,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T051,104,320,A320,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T051,414,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T051,414,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T051,414,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T051,414,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T510,39,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T511,18,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T512,24,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T513,63,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T514,81,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T515,87,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T516,72,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T517,26,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T518,97,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T052,76,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T052,76,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T052,76,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T052,62,320,A320,120,,,CKC | A12 | ARBS | CFM A-CHECK 12,A12
T052,76,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T052,76,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T052,76,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T520,92,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T521,110,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T522,34,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T523,99,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T524,106,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T525,92,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T526,102,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T527,97,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T528,43,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T053,35,320,A320,120,,,CKC | A11 | ARBS | CFM A-CHECK 11,A11
T053,115,320,A320,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T053,115,320,A320,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T053,115,320,A320,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T053,115,320,A320,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T053,115,320,A320,92,,,CKC | C05 | A320 SERIES C5 PHASE CHECK,C05
T053,115,320,A320,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T053,601,320,A320,92,,,CKC | C10 | A320 SERIES C10 PHASE CHECK,C10
T053,601,320,A320,92,,,CKC | C09 | A320 SERIES C9 PHASE CHECK,C09
T053,601,320,A320,92,,,CKC | C08 | A320 SERIES C8 PHASE CHECK,C08
T053,601,320,A320,92,,,CKC | C07 | A320 SERIES C7 PHASE CHECK,C07
T530,101,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T531,108,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T532,103,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T534,105,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T535,34,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T536,27,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T537,84,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T538,87,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T539,79,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T054,62,321,321K,120,,,CKC | A01 | ARBS | CFM A-CHECK 1,A01
T540,99,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T541,62,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T542,29,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T544,79,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T545,55,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T547,38,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T548,63,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T549,45,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T055,72,321,321K,120,,,CKC | A02 | ARBS | CFM A-CHECK 2,A02
T550,74,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T551,71,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T552,94,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T553,70,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T554,104,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T555,65,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T556,80,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T558,17,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T559,70,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T056,25,321,321K,92,,,CKC | C01 | A320 SERIES C1 PHASE CHECK,C01
T056,25,321,321K,92,,,CKC | C02 | A320 SERIES C2 PHASE CHECK,C02
T056,15,321,321K,92,,,CKC | C04 | A320 SERIES C4 PHASE CHECK,C04
T056,31,321,321K,92,,,CKC | C03 | A320 SERIES C3 PHASE CHECK,C03
T056,34,321,321K,92,,,CKC | C06 | A320 SERIES C6 PHASE CHECK,C06
T560,18,737,738K,96,,,CKC | A018 | 737NG | A018CHECK,A018
T561,38,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T562,84,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
T563,78,737,738K,96,,,CKC | A019 | 737NG | A019CHECK,A019
